t,hour,customer_id,category,uid,qty,cause
170,12,123,Bakery and Bread,,1,budget
170,12,166,Snacks and Confectionery,,1,outside
170,12,166,Fresh Produce,,2,outside
170,12,166,Pantry Staples and Packaged Goods,,2,outside
170,12,166,Meat and Poultry,,1,outside
170,13,11,Snacks and Confectionery,,1,outside
170,13,232,Meat and Poultry,,3,outside
170,13,232,Frozen Foods,,2,outside
170,13,232,Household and Cleaning Supplies,HC-DET-005,1,budget
170,13,232,Seafood,,4,budget
170,15,84,Pantry Staples and Packaged Goods,,6,outside
170,15,84,Dairy and Eggs,,8,outside
170,15,84,Fresh Produce,FP-HER-009,1,stockout
170,15,84,Personal Care and Health,PH-WEL-003,1,budget
170,15,84,Meat and Poultry,,1,budget
170,15,151,Bakery and Bread,,1,outside
170,16,165,Fresh Produce,,2,outside
170,16,165,Seafood,SF-SPR-009,1,budget
170,16,165,Snacks and Confectionery,,1,budget
170,17,82,Beverages (Non-Alcoholic),,9,outside
170,17,82,Household and Cleaning Supplies,HC-DET-003,1,stockout
170,18,5,Beverages (Non-Alcoholic),,4,outside
170,18,5,Fresh Produce,,8,outside
170,18,5,Frozen Foods,,2,outside
170,18,47,Beverages (Non-Alcoholic),,1,outside
170,18,47,Frozen Foods,,3,outside
170,18,47,Snacks and Confectionery,SC-COO-011,1,budget
170,18,47,Seafood,,1,budget
170,18,180,Fresh Produce,,6,outside
170,18,195,Meat and Poultry,,2,outside
170,18,195,Beverages (Non-Alcoholic),,5,outside
170,18,195,Fresh Produce,,3,outside
170,18,195,Pantry Staples and Packaged Goods,PP-CNG-004,3,stockout
170,18,195,Seafood,SF-SPR-004,1,budget
170,18,222,Fresh Produce,,8,outside
170,18,222,Frozen Foods,,5,outside
170,18,222,Snacks and Confectionery,,2,outside
170,19,58,Frozen Foods,,2,outside
170,19,101,Meat and Poultry,,4,outside
170,19,101,Beverages (Non-Alcoholic),,2,outside
170,19,101,Alcoholic Beverages,AB-SPI-010,1,budget
170,19,101,Frozen Foods,,3,budget
170,19,101,Household and Cleaning Supplies,,1,budget
170,19,155,Meat and Poultry,,1,outside
170,19,173,Meat and Poultry,,4,outside
170,19,173,Frozen Foods,,5,outside
170,19,173,Bakery and Bread,,4,outside
170,19,173,Beverages (Non-Alcoholic),,2,outside
170,21,197,Snacks and Confectionery,,1,closed
171,7,95,Alcoholic Beverages,,1,closed
171,7,95,Beverages (Non-Alcoholic),,2,closed
171,7,95,Dairy and Eggs,,20,closed
171,7,95,Fresh Produce,,4,closed
171,7,95,Meat and Poultry,,4,closed
171,7,95,Frozen Foods,,5,closed
171,7,95,Seafood,,1,closed
171,7,95,Pantry Staples and Packaged Goods,,8,closed
171,7,95,Bakery and Bread,,9,closed
171,7,95,Household and Cleaning Supplies,,1,closed
171,7,95,Personal Care and Health,,1,closed
171,7,95,Snacks and Confectionery,,1,closed
171,8,41,Meat and Poultry,,6,outside
171,8,41,Personal Care and Health,PH-VIT-010,1,budget
171,8,41,Seafood,,2,budget
171,8,41,Snacks and Confectionery,,1,budget
171,8,106,Fresh Produce,,4,outside
171,8,106,Snacks and Confectionery,SC-CHO-012,1,budget
171,8,106,Pantry Staples and Packaged Goods,,2,budget
171,8,106,Bakery and Bread,,1,budget
171,8,120,Frozen Foods,,5,outside
171,9,216,Fresh Produce,,10,outside
171,9,216,Frozen Foods,,7,outside
171,9,216,Meat and Poultry,MP-PRM-007,5,budget
171,9,216,Pantry Staples and Packaged Goods,,7,budget
171,9,216,Seafood,,2,budget
171,9,216,Snacks and Confectionery,,2,budget
171,9,241,Meat and Poultry,,3,outside
171,10,123,Frozen Foods,FF-ICE-009,1,budget
171,10,126,Pantry Staples and Packaged Goods,,9,outside
171,10,159,Pantry Staples and Packaged Goods,,5,outside
171,10,159,Beverages (Non-Alcoholic),,2,outside
171,11,20,Frozen Foods,,7,outside
171,11,20,Dairy and Eggs,,9,outside
171,11,20,Snacks and Confectionery,,1,outside
171,11,20,Personal Care and Health,PH-VIT-011,1,budget
171,11,211,Bakery and Bread,,4,outside
171,11,211,Pantry Staples and Packaged Goods,,5,outside
171,11,211,Frozen Foods,,4,outside
171,11,211,Alcoholic Beverages,AB-WIN-005,1,budget
171,11,211,Personal Care and Health,,1,budget
171,12,24,Dairy and Eggs,,10,outside
171,12,125,Frozen Foods,,5,outside
171,12,125,Beverages (Non-Alcoholic),BN-BTW-009,4,stockout
171,12,125,Beverages (Non-Alcoholic),BN-BTW-003,4,budget
171,12,125,Fresh Produce,,6,budget
171,12,125,Meat and Poultry,,3,budget
171,12,125,Bakery and Bread,,5,budget
171,12,127,Household and Cleaning Supplies,HC-KIT-003,1,budget
171,12,139,Fresh Produce,,5,outside
171,12,139,Dairy and Eggs,,5,outside
171,12,139,Pantry Staples and Packaged Goods,,2,outside
171,12,139,Seafood,SF-SPR-007,1,budget
171,12,139,Meat and Poultry,,1,budget
171,12,237,Beverages (Non-Alcoholic),,2,outside
171,12,237,Seafood,,1,outside
171,12,246,Bakery and Bread,,2,outside
171,13,236,Beverages (Non-Alcoholic),,2,outside
171,13,236,Dairy and Eggs,,6,outside
171,13,236,Frozen Foods,,4,outside
171,13,236,Pantry Staples and Packaged Goods,,5,outside
171,14,56,Meat and Poultry,,2,outside
171,14,56,Bakery and Bread,,2,outside
171,14,129,Frozen Foods,,4,outside
171,15,4,Meat and Poultry,,7,outside
171,15,4,Snacks and Confectionery,,2,outside
171,15,101,Alcoholic Beverages,AB-WIN-011,1,budget
171,16,135,Bakery and Bread,,9,outside
171,16,135,Snacks and Confectionery,,3,outside
171,16,135,Fresh Produce,,4,outside
171,16,219,Meat and Poultry,,2,outside
171,16,219,Bakery and Bread,BB-BKG-007,2,budget
171,16,219,Pantry Staples and Packaged Goods,,4,budget
171,16,219,Snacks and Confectionery,,1,budget
171,17,3,Beverages (Non-Alcoholic),,2,outside
171,17,132,Seafood,,1,outside
171,17,175,Beverages (Non-Alcoholic),,2,outside
171,17,175,Snacks and Confectionery,SC-CAN-002,4,budget
171,17,175,Personal Care and Health,,1,budget
171,17,188,Dairy and Eggs,,13,outside
171,17,188,Alcoholic Beverages,,1,outside
171,17,188,Frozen Foods,FF-FVG-008,5,stockout
171,17,188,Meat and Poultry,MP-PRM-007,3,budget
171,17,188,Fresh Produce,,7,budget
171,17,188,Seafood,,1,budget
171,17,188,Household and Cleaning Supplies,,1,budget
171,17,223,Pantry Staples and Packaged Goods,,2,outside
171,17,223,Frozen Foods,,5,outside
171,17,223,Alcoholic Beverages,,1,outside
171,17,223,Bakery and Bread,,1,outside
171,17,238,Frozen Foods,,1,outside
171,18,29,Snacks and Confectionery,SC-CAN-002,1,budget
171,18,251,Meat and Poultry,,2,outside
171,18,251,Pantry Staples and Packaged Goods,PP-OIL-005,2,stockout
171,18,251,Pantry Staples and Packaged Goods,PP-CNG-006,1,stockout
171,18,251,Pantry Staples and Packaged Goods,PP-CNG-004,1,budget
171,18,251,Seafood,,2,budget
171,18,251,Snacks and Confectionery,,1,budget
171,18,251,Personal Care and Health,,1,budget
171,18,251,Alcoholic Beverages,,1,budget
171,19,37,Frozen Foods,FF-FVG-008,1,budget
171,19,37,Fresh Produce,,2,budget
171,19,37,Pantry Staples and Packaged Goods,,7,budget
171,19,37,Dairy and Eggs,,4,budget
171,19,148,Beverages (Non-Alcoholic),,2,outside
171,19,150,Personal Care and Health,PH-WEL-011,1,budget
171,19,150,Seafood,,1,budget
171,19,150,Meat and Poultry,,1,budget
171,19,218,Fresh Produce,,3,outside
171,19,218,Dairy and Eggs,,5,outside
171,19,218,Pantry Staples and Packaged Goods,,2,outside
171,19,218,Beverages (Non-Alcoholic),,1,outside
171,19,230,Fresh Produce,,3,outside
171,19,230,Dairy and Eggs,,8,outside
171,19,230,Household and Cleaning Supplies,HC-DET-011,1,budget
171,20,53,Bakery and Bread,,21,closed
171,20,53,Snacks and Confectionery,,2,closed
171,20,53,Dairy and Eggs,,13,closed
171,20,53,Seafood,,4,closed
171,20,53,Beverages (Non-Alcoholic),,13,closed
171,20,53,Meat and Poultry,,3,closed
171,20,124,Alcoholic Beverages,,1,closed
171,20,124,Dairy and Eggs,,16,closed
171,20,124,Fresh Produce,,4,closed
171,20,124,Pantry Staples and Packaged Goods,,10,closed
171,20,124,Snacks and Confectionery,,1,closed
171,20,145,Beverages (Non-Alcoholic),,2,closed
171,20,145,Frozen Foods,,5,closed
171,20,145,Seafood,,1,closed
171,20,145,Fresh Produce,,5,closed
171,20,145,Bakery and Bread,,3,closed
171,20,145,Pantry Staples and Packaged Goods,,3,closed
171,20,145,Dairy and Eggs,,4,closed
171,20,145,Meat and Poultry,,2,closed
171,20,145,Snacks and Confectionery,,1,closed
171,21,151,Meat and Poultry,,4,closed
171,21,151,Pantry Staples and Packaged Goods,,4,closed
171,21,151,Beverages (Non-Alcoholic),,1,closed
171,21,151,Fresh Produce,,2,closed
171,21,151,Snacks and Confectionery,,1,closed
171,21,151,Dairy and Eggs,,2,closed
171,21,151,Frozen Foods,,2,closed
172,6,172,Seafood,,2,closed
172,6,172,Snacks and Confectionery,,1,closed
172,6,172,Fresh Produce,,4,closed
172,6,172,Pantry Staples and Packaged Goods,,6,closed
172,6,172,Frozen Foods,,4,closed
172,6,172,Beverages (Non-Alcoholic),,2,closed
172,6,172,Meat and Poultry,,5,closed
172,6,172,Dairy and Eggs,,6,closed
172,6,172,Bakery and Bread,,3,closed
172,8,7,Bakery and Bread,,2,outside
172,8,7,Frozen Foods,,1,outside
172,8,116,Pantry Staples and Packaged Goods,,1,outside
172,8,116,Beverages (Non-Alcoholic),BN-BTW-003,5,budget
172,8,116,Meat and Poultry,,3,budget
172,8,116,Dairy and Eggs,,12,budget
172,8,152,Seafood,,1,outside
172,8,152,Fresh Produce,,9,outside
172,8,152,Meat and Poultry,,3,outside
172,8,152,Pantry Staples and Packaged Goods,,5,outside
172,8,236,Beverages (Non-Alcoholic),,3,outside
172,8,236,Bakery and Bread,BB-PAS-008,5,budget
172,8,236,Meat and Poultry,,5,budget
172,8,236,Dairy and Eggs,,10,budget
172,8,236,Fresh Produce,,7,budget
172,8,236,Frozen Foods,,5,budget
172,8,236,Seafood,,1,budget
172,8,246,Personal Care and Health,,1,outside
172,8,246,Bakery and Bread,,2,outside
172,8,252,Bakery and Bread,,5,outside
172,8,252,Meat and Poultry,MP-PRM-007,1,budget
172,8,252,Pantry Staples and Packaged Goods,,5,budget
172,8,252,Beverages (Non-Alcoholic),,2,budget
172,9,49,Dairy and Eggs,DE-MIL-007,4,stockout
172,9,49,Dairy and Eggs,DE-MIL-009,3,stockout
172,9,49,Frozen Foods,FF-ICE-009,2,budget
172,9,49,Snacks and Confectionery,,2,budget
172,9,68,Fresh Produce,,5,outside
172,9,68,Dairy and Eggs,DE-CRE-009,9,budget
172,9,68,Snacks and Confectionery,,2,budget
172,9,68,Personal Care and Health,,1,budget
172,9,68,Seafood,,1,budget
172,9,185,Alcoholic Beverages,AB-SPI-012,2,budget
172,9,185,Dairy and Eggs,,14,budget
172,9,185,Pantry Staples and Packaged Goods,,9,budget
172,9,185,Meat and Poultry,,5,budget
172,9,185,Fresh Produce,,2,budget
172,9,185,Frozen Foods,,3,budget
172,9,185,Bakery and Bread,,9,budget
172,9,185,Seafood,,1,budget
172,9,192,Pantry Staples and Packaged Goods,PP-PAS-011,2,stockout
172,9,192,Pantry Staples and Packaged Goods,PP-CNG-004,1,stockout
172,9,192,Pantry Staples and Packaged Goods,PP-CNG-006,1,budget
172,9,192,Personal Care and Health,,1,budget
172,9,192,Dairy and Eggs,,18,budget
172,9,192,Frozen Foods,,6,budget
172,9,192,Meat and Poultry,,3,budget
172,9,192,Bakery and Bread,,4,budget
172,9,192,Seafood,,2,budget
172,9,192,Beverages (Non-Alcoholic),,5,budget
172,9,192,Alcoholic Beverages,,1,budget
172,9,210,Bakery and Bread,,5,outside
172,9,210,Pantry Staples and Packaged Goods,,4,outside
172,9,228,Pantry Staples and Packaged Goods,,4,outside
172,9,228,Seafood,SF-SPR-007,1,stockout
172,9,228,Household and Cleaning Supplies,HC-CAG-011,1,budget
172,9,242,Beverages (Non-Alcoholic),,2,outside
172,9,242,Pantry Staples and Packaged Goods,,5,outside
172,9,242,Frozen Foods,,2,outside
172,9,242,Snacks and Confectionery,,1,outside
172,9,250,Fresh Produce,,2,outside
172,9,250,Pantry Staples and Packaged Goods,,8,outside
172,9,250,Seafood,,1,outside
172,10,66,Dairy and Eggs,,8,outside
172,10,66,Bakery and Bread,,2,outside
172,10,66,Meat and Poultry,,2,outside
172,10,66,Fresh Produce,,2,outside
172,10,87,Beverages (Non-Alcoholic),,1,outside
172,10,88,Frozen Foods,,4,outside
172,10,88,Meat and Poultry,MP-CHI-007,2,stockout
172,10,88,Pantry Staples and Packaged Goods,PP-OIL-005,6,budget
172,10,88,Snacks and Confectionery,,2,budget
172,10,88,Seafood,,1,budget
172,10,121,Fresh Produce,,3,outside
172,10,121,Bakery and Bread,BB-BKG-008,2,budget
172,10,128,Fresh Produce,,8,outside
172,10,128,Pantry Staples and Packaged Goods,,8,outside
172,10,128,Bakery and Bread,,6,outside
172,10,128,Frozen Foods,FF-FVG-009,3,budget
172,10,128,Household and Cleaning Supplies,,1,budget
172,10,221,Fresh Produce,,4,outside
172,10,221,Meat and Poultry,,2,outside
172,10,221,Pantry Staples and Packaged Goods,,2,outside
172,10,221,Snacks and Confectionery,SC-SAV-010,1,budget
172,10,221,Alcoholic Beverages,,1,budget
172,10,221,Dairy and Eggs,,9,budget
172,10,249,Alcoholic Beverages,AB-SPI-001,1,budget
172,10,249,Frozen Foods,,1,budget
172,10,249,Seafood,,2,budget
172,11,11,Bakery and Bread,,7,outside
172,11,11,Frozen Foods,FF-ICE-008,2,budget
172,11,11,Dairy and Eggs,,11,budget
172,11,11,Fresh Produce,,5,budget
172,11,11,Pantry Staples and Packaged Goods,,3,budget
172,11,11,Seafood,,1,budget
172,11,11,Snacks and Confectionery,,1,budget
172,11,11,Beverages (Non-Alcoholic),,1,budget
172,11,122,Fresh Produce,FP-VEG-008,1,stockout
172,11,122,Fresh Produce,FP-HER-008,1,budget
172,11,122,Seafood,,2,budget
172,11,122,Pantry Staples and Packaged Goods,,2,budget
172,11,122,Meat and Poultry,,1,budget
172,11,154,Meat and Poultry,,2,outside
172,11,154,Frozen Foods,FF-ICE-009,4,stockout
172,11,154,Frozen Foods,FF-ICE-008,4,budget
172,11,154,Bakery and Bread,,5,budget
172,11,164,Personal Care and Health,PH-VIT-011,1,budget
172,11,167,Meat and Poultry,,4,outside
172,11,167,Snacks and Confectionery,SC-NUT-003,1,stockout
172,11,189,Beverages (Non-Alcoholic),BN-COF-004,1,stockout
172,11,189,Beverages (Non-Alcoholic),BN-BTW-009,1,budget
172,11,189,Bakery and Bread,,6,budget
172,11,189,Pantry Staples and Packaged Goods,,8,budget
172,11,189,Dairy and Eggs,,11,budget
172,11,193,Pantry Staples and Packaged Goods,,5,outside
172,11,193,Seafood,,2,outside
172,11,205,Pantry Staples and Packaged Goods,,6,outside
172,11,205,Beverages (Non-Alcoholic),,2,outside
172,11,205,Bakery and Bread,,5,outside
172,11,205,Fresh Produce,,5,outside
172,12,14,Pantry Staples and Packaged Goods,,4,outside
172,12,14,Snacks and Confectionery,SC-SAV-003,4,budget
172,12,14,Personal Care and Health,,1,budget
172,12,14,Seafood,,1,budget
172,12,16,Beverages (Non-Alcoholic),,1,outside
172,12,91,Fresh Produce,,6,outside
172,12,91,Pantry Staples and Packaged Goods,,4,outside
172,12,91,Snacks and Confectionery,SC-COO-011,1,budget
172,12,131,Meat and Poultry,,2,outside
172,12,131,Beverages (Non-Alcoholic),,2,outside
172,12,131,Frozen Foods,,3,outside
172,12,131,Bakery and Bread,BB-PAS-007,1,budget
172,12,131,Pantry Staples and Packaged Goods,,2,budget
172,12,131,Snacks and Confectionery,,1,budget
172,12,137,Meat and Poultry,,1,outside
172,12,148,Dairy and Eggs,,10,outside
172,12,148,Frozen Foods,,5,outside
172,12,148,Beverages (Non-Alcoholic),,3,outside
172,12,148,Household and Cleaning Supplies,HC-PAP-001,1,budget
172,12,177,Bakery and Bread,,5,outside
172,12,177,Pantry Staples and Packaged Goods,,2,outside
172,12,177,Seafood,,1,outside
172,12,177,Frozen Foods,,3,outside
172,12,254,Beverages (Non-Alcoholic),,4,outside
172,12,254,Meat and Poultry,,1,outside
172,12,254,Frozen Foods,,1,outside
172,12,255,Pantry Staples and Packaged Goods,,2,outside
172,12,255,Beverages (Non-Alcoholic),BN-JUI-006,1,stockout
172,12,255,Dairy and Eggs,DE-MIL-009,3,stockout
172,12,255,Dairy and Eggs,DE-MIL-007,3,budget
172,12,255,Personal Care and Health,,1,budget
172,12,255,Snacks and Confectionery,,1,budget
172,12,255,Frozen Foods,,1,budget
172,12,255,Seafood,,1,budget
172,13,1,Bakery and Bread,,2,outside
172,13,1,Frozen Foods,,2,outside
172,13,1,Pantry Staples and Packaged Goods,PP-CNG-004,3,budget
172,13,1,Fresh Produce,,3,budget
172,13,1,Snacks and Confectionery,,2,budget
172,13,26,Seafood,SF-SPR-007,1,budget
172,13,26,Snacks and Confectionery,,1,budget
172,13,26,Household and Cleaning Supplies,,1,budget
172,13,50,Beverages (Non-Alcoholic),,4,outside
172,13,50,Bakery and Bread,,2,outside
172,13,50,Meat and Poultry,,2,outside
172,13,96,Beverages (Non-Alcoholic),,1,outside
172,13,96,Pantry Staples and Packaged Goods,,5,outside
172,13,98,Dairy and Eggs,DE-MIL-009,5,stockout
172,13,98,Dairy and Eggs,DE-MIL-007,5,budget
172,13,98,Meat and Poultry,,4,budget
172,13,98,Bakery and Bread,,10,budget
172,13,98,Seafood,,2,budget
172,13,98,Snacks and Confectionery,,1,budget
172,13,103,Bakery and Bread,,2,outside
172,13,103,Pantry Staples and Packaged Goods,,5,outside
172,13,103,Dairy and Eggs,DE-MIL-007,3,budget
172,13,124,Dairy and Eggs,,13,outside
172,13,124,Snacks and Confectionery,,1,outside
172,13,124,Bakery and Bread,,4,outside
172,13,124,Frozen Foods,,6,outside
172,13,162,Beverages (Non-Alcoholic),,2,outside
172,13,176,Dairy and Eggs,DE-MIL-009,1,stockout
172,13,176,Dairy and Eggs,DE-CRE-009,1,budget
172,13,176,Pantry Staples and Packaged Goods,,3,budget
172,13,176,Frozen Foods,,2,budget
172,13,176,Alcoholic Beverages,,1,budget
172,13,181,Alcoholic Beverages,AB-SPI-004,1,budget
172,13,181,Bakery and Bread,,6,budget
172,13,181,Seafood,,2,budget
172,13,181,Fresh Produce,,6,budget
172,13,181,Dairy and Eggs,,3,budget
172,13,181,Beverages (Non-Alcoholic),,3,budget
172,13,181,Household and Cleaning Supplies,,1,budget
172,13,181,Meat and Poultry,,3,budget
172,13,181,Pantry Staples and Packaged Goods,,2,budget
172,13,181,Frozen Foods,,2,budget
172,13,198,Dairy and Eggs,,6,outside
172,13,198,Pantry Staples and Packaged Goods,PP-PAS-011,1,stockout
172,13,198,Frozen Foods,FF-FVG-008,1,budget
172,13,247,Dairy and Eggs,,9,outside
172,13,247,Seafood,,1,outside
172,13,247,Beverages (Non-Alcoholic),,2,outside
172,13,247,Fresh Produce,,4,outside
172,13,247,Pantry Staples and Packaged Goods,,2,outside
172,13,247,Frozen Foods,,2,outside
172,14,138,Meat and Poultry,,1,outside
172,14,138,Frozen Foods,FF-ICE-009,1,stockout
172,14,138,Frozen Foods,FF-FVG-008,1,budget
172,14,138,Dairy and Eggs,,6,budget
172,14,138,Seafood,,1,budget
172,14,138,Pantry Staples and Packaged Goods,,4,budget
172,14,138,Snacks and Confectionery,,1,budget
172,14,138,Fresh Produce,,3,budget
172,14,143,Seafood,SF-SPR-009,1,budget
172,15,37,Frozen Foods,FF-ICE-009,1,budget
172,15,111,Fresh Produce,,4,outside
172,15,111,Frozen Foods,,2,outside
172,15,111,Alcoholic Beverages,,1,outside
172,15,212,Frozen Foods,,3,outside
172,15,212,Personal Care and Health,PH-OTC-002,1,budget
172,15,212,Seafood,,2,budget
172,15,212,Snacks and Confectionery,,1,budget
172,15,220,Beverages (Non-Alcoholic),,2,outside
172,15,220,Meat and Poultry,,2,outside
172,15,220,Snacks and Confectionery,,1,outside
172,16,3,Pantry Staples and Packaged Goods,,5,outside
172,16,3,Meat and Poultry,MP-PRM-009,2,budget
172,16,3,Fresh Produce,,5,budget
172,16,3,Dairy and Eggs,,11,budget
172,16,3,Beverages (Non-Alcoholic),,2,budget
172,16,6,Meat and Poultry,,7,outside
172,16,6,Pantry Staples and Packaged Goods,,9,outside
172,16,6,Beverages (Non-Alcoholic),,8,outside
172,16,6,Fresh Produce,,5,outside
172,16,6,Dairy and Eggs,,3,outside
172,16,6,Alcoholic Beverages,AB-SPI-007,1,budget
172,16,8,Frozen Foods,,1,outside
172,16,8,Pantry Staples and Packaged Goods,,4,outside
172,16,38,Bakery and Bread,,4,outside
172,16,38,Fresh Produce,FP-HER-008,5,budget
172,16,38,Alcoholic Beverages,,1,budget
172,16,38,Pantry Staples and Packaged Goods,,6,budget
172,16,38,Dairy and Eggs,,8,budget
172,16,38,Seafood,,2,budget
172,16,38,Meat and Poultry,,2,budget
172,16,38,Beverages (Non-Alcoholic),,1,budget
172,16,38,Frozen Foods,,1,budget
172,16,71,Fresh Produce,,3,outside
172,16,71,Meat and Poultry,,3,outside
172,16,71,Seafood,,1,outside
172,16,71,Frozen Foods,FF-FVG-008,1,stockout
172,16,71,Frozen Foods,FF-ICE-008,1,budget
172,16,109,Pantry Staples and Packaged Goods,PP-OIL-005,1,stockout
172,16,109,Bakery and Bread,BB-BKG-009,4,budget
172,16,109,Snacks and Confectionery,,1,budget
172,16,109,Meat and Poultry,,3,budget
172,16,115,Bakery and Bread,,2,outside
172,16,115,Alcoholic Beverages,AB-SPI-011,1,budget
172,16,115,Meat and Poultry,,1,budget
172,16,178,Dairy and Eggs,,8,outside
172,16,178,Frozen Foods,FF-ICE-009,2,stockout
172,16,178,Frozen Foods,FF-FVG-008,2,budget
172,16,178,Pantry Staples and Packaged Goods,,5,budget
172,16,178,Seafood,,1,budget
172,16,178,Bakery and Bread,,1,budget
172,17,33,Beverages (Non-Alcoholic),,4,outside
172,17,33,Dairy and Eggs,,9,outside
172,17,33,Frozen Foods,,5,outside
172,17,33,Meat and Poultry,,3,outside
172,17,33,Alcoholic Beverages,AB-SPI-007,1,budget
172,17,33,Bakery and Bread,,3,budget
172,17,33,Snacks and Confectionery,,2,budget
172,17,48,Frozen Foods,,3,outside
172,17,53,Seafood,,4,outside
172,17,53,Frozen Foods,,1,outside
172,17,55,Personal Care and Health,PH-VIT-001,1,budget
172,17,55,Seafood,,4,budget
172,17,67,Fresh Produce,,8,outside
172,17,67,Frozen Foods,,2,outside
172,17,67,Snacks and Confectionery,,1,outside
172,17,81,Pantry Staples and Packaged Goods,PP-CNG-004,5,stockout
172,17,81,Pantry Staples and Packaged Goods,PP-CNG-007,4,stockout
172,17,81,Pantry Staples and Packaged Goods,PP-CNG-006,4,budget
172,17,81,Bakery and Bread,,4,budget
172,17,81,Meat and Poultry,,1,budget
172,17,81,Household and Cleaning Supplies,,1,budget
172,17,81,Fresh Produce,,5,budget
172,17,81,Frozen Foods,,2,budget
172,18,15,Fresh Produce,,6,outside
172,18,15,Pantry Staples and Packaged Goods,,2,outside
172,18,15,Frozen Foods,,2,outside
172,18,31,Frozen Foods,,10,outside
172,18,31,Snacks and Confectionery,,1,outside
172,18,233,Snacks and Confectionery,,1,outside
172,19,28,Beverages (Non-Alcoholic),,1,outside
172,19,28,Dairy and Eggs,DE-MIL-009,8,stockout
172,19,28,Dairy and Eggs,DE-MIL-007,8,budget
172,19,28,Alcoholic Beverages,,1,budget
172,19,28,Household and Cleaning Supplies,,1,budget
172,19,32,Pantry Staples and Packaged Goods,,8,outside
172,19,94,Fresh Produce,,4,outside
172,19,94,Bakery and Bread,BB-BKG-009,1,stockout
172,19,94,Bakery and Bread,BB-PAS-008,1,budget
172,19,94,Dairy and Eggs,,9,budget
172,19,94,Beverages (Non-Alcoholic),,3,budget
172,19,99,Snacks and Confectionery,,3,outside
172,19,99,Household and Cleaning Supplies,,1,outside
172,19,99,Meat and Poultry,,2,outside
172,19,99,Pantry Staples and Packaged Goods,,2,outside
172,19,99,Frozen Foods,,2,outside
172,19,157,Seafood,SF-SPR-004,1,stockout
172,19,157,Seafood,SF-SPR-007,1,budget
172,19,157,Bakery and Bread,,9,budget
172,19,157,Dairy and Eggs,,8,budget
172,19,157,Meat and Poultry,,3,budget
172,19,157,Fresh Produce,,2,budget
172,19,157,Frozen Foods,,2,budget
172,19,157,Pantry Staples and Packaged Goods,,2,budget
172,19,157,Snacks and Confectionery,,1,budget
172,20,69,Seafood,,2,closed
172,20,69,Meat and Poultry,,7,closed
172,20,69,Bakery and Bread,,7,closed
172,20,69,Fresh Produce,,15,closed
172,20,69,Frozen Foods,,11,closed
172,20,69,Beverages (Non-Alcoholic),,4,closed
172,20,69,Snacks and Confectionery,,2,closed
172,20,69,Pantry Staples and Packaged Goods,,6,closed
172,20,69,Dairy and Eggs,,14,closed
172,20,69,Personal Care and Health,,1,closed
172,20,69,Alcoholic Beverages,,1,closed
172,20,158,Bakery and Bread,,9,closed
172,20,158,Beverages (Non-Alcoholic),,7,closed
172,20,158,Dairy and Eggs,,12,closed
172,20,158,Fresh Produce,,19,closed
172,20,158,Frozen Foods,,3,closed
172,20,158,Snacks and Confectionery,,2,closed
172,20,158,Seafood,,9,closed
172,20,158,Meat and Poultry,,5,closed
172,20,160,Dairy and Eggs,,4,closed
172,20,160,Fresh Produce,,8,closed
172,20,160,Meat and Poultry,,5,closed
172,20,160,Pantry Staples and Packaged Goods,,4,closed
172,20,160,Beverages (Non-Alcoholic),,4,closed
172,20,160,Frozen Foods,,5,closed
172,20,160,Seafood,,1,closed
172,20,160,Bakery and Bread,,1,closed
172,20,240,Bakery and Bread,,2,closed
172,20,240,Snacks and Confectionery,,2,closed
172,20,240,Seafood,,2,closed
172,20,240,Dairy and Eggs,,9,closed
172,20,240,Fresh Produce,,6,closed
172,20,240,Pantry Staples and Packaged Goods,,6,closed
172,20,240,Beverages (Non-Alcoholic),,2,closed
172,20,240,Meat and Poultry,,2,closed
172,20,240,Frozen Foods,,3,closed
172,20,240,Alcoholic Beverages,,1,closed
172,21,227,Snacks and Confectionery,,1,closed
172,21,227,Dairy and Eggs,,6,closed
172,21,227,Bakery and Bread,,2,closed
172,21,227,Frozen Foods,,3,closed
172,21,227,Pantry Staples and Packaged Goods,,2,closed
172,21,227,Fresh Produce,,2,closed
172,21,227,Beverages (Non-Alcoholic),,3,closed
172,21,227,Meat and Poultry,,2,closed
172,21,227,Household and Cleaning Supplies,,1,closed
172,22,44,Dairy and Eggs,,20,closed
172,22,44,Household and Cleaning Supplies,,2,closed
172,22,44,Meat and Poultry,,7,closed
172,22,44,Beverages (Non-Alcoholic),,8,closed
172,22,44,Bakery and Bread,,7,closed
172,22,44,Pantry Staples and Packaged Goods,,7,closed
172,22,44,Frozen Foods,,7,closed
172,22,44,Snacks and Confectionery,,1,closed
172,22,44,Fresh Produce,,6,closed
172,22,44,Seafood,,2,closed
172,22,224,Dairy and Eggs,,25,closed
172,22,224,Bakery and Bread,,16,closed
172,22,224,Fresh Produce,,8,closed
172,22,224,Alcoholic Beverages,,1,closed
172,22,224,Beverages (Non-Alcoholic),,7,closed
172,22,224,Pantry Staples and Packaged Goods,,7,closed
172,22,224,Meat and Poultry,,3,closed
172,22,224,Frozen Foods,,8,closed
172,22,224,Seafood,,2,closed
172,22,224,Household and Cleaning Supplies,,1,closed
173,7,29,Snacks and Confectionery,,2,closed
173,7,29,Pantry Staples and Packaged Goods,,9,closed
173,7,29,Household and Cleaning Supplies,,1,closed
